annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2022-2023,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,54821,11844,3217,11.171696775,40968,3.5271701219,30347,2481,904,5.6517308594,16778,5.2376288062,24474,6658,1306,18.016283096,24190,2.340808989,9363,2313
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,13967,2149,407,6.4465753602,11522,3.3482080175,11233,1221,238,4.7617531925,8815,3.6820525304,2734,398,63,13.368889702,2707,2.2610859705,928,169
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,17574,1185,454,2.8705829635,14509,2.0467055889,14285,690,342,2.7082736359,11270,2.2021504979,3289,0,0,3.5755354549,3239,1.5058398511,495,112
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,21155,4011,729,7.0312428767,17933,2.7250212984,15519,1750,399,4.0316362201,12376,3.0356797206,5636,1090,408,15.290805634,5557,2.0331536301,2261,330
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,17101,1741,499,6.2393740782,13522,4.296421675,15091,1058,371,5.5233943704,11537,4.5955843759,2010,193,28,11.614921227,1985,2.5576609292,683,128
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,43738,5585,947,8.9777881933,36985,2.7916659907,23460,972,372,5.9031976414,16714,4.6427166846,20278,3020,266,12.534839892,20271,1.2654235114,4613,575
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,44435,8345,5403,10.831022467,36709,2.8047763037,22031,1820,1074,5.510303663,14349,4.3968859619,22404,4953,1284,16.063157621,22360,1.7830776685,6525,4329
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,25889,3922,846,9.9974964163,20355,3.7936493218,18400,1335,361,5.4357127868,12962,4.3431995663,7489,2243,859,21.205510675,7393,2.8301337977,2587,485
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,35742,5807,2173,11.197383657,26848,4.7243902298,24218,1922,823,7.1886785541,15405,6.1282874247,11524,3759,745,19.621786658,11443,2.8344106538,3885,1350
2022-2023,12,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,62201,8715,5168,13.806387178,48077,3.0378572394,37192,2281,1944,7.3328656775,23243,4.8102512943,25009,9850,2623,23.433449902,24834,1.3790123084,6434,3224
2022-2023,12,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,81806,0,1706,6.1023395696,65841,2.6831075368,55045,0,810,5.4063934003,40220,3.3557771355,26761,646,14,7.5338390236,25621,1.6271467524,0,896
2022-2023,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,17768,1778,393,7.2706354901,15914,3.0125645832,14791,863,237,4.4192272516,12960,3.1191962449,2977,890,329,21.437642295,2954,2.5447425337,915,156
2022-2023,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,28564,4554,3550,16.906601754,24542,1.7913844294,12266,869,756,6.0070056344,8389,2.6400036092,16298,5073,2561,25.109721523,16153,1.3506572395,3685,2794
2022-2023,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,42495,6668,1082,17.313797009,32586,4.1990094843,27264,1904,495,8.5541592393,17595,5.3439089546,15231,6797,3456,32.993841927,14991,2.8552361417,4764,587
2022-2023,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,70842,3,2208,7.3837726325,57623,2.561154376,54538,1,687,6.6330164798,41437,3.1300038144,16304,995,64,9.8951035363,16186,1.1048702926,2,1521
2022-2023,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,60160,10704,4310,12.926529366,44157,3.3965850324,36012,2508,1066,5.687182197,20310,4.7171695115,24148,8811,3252,23.722594061,23847,2.2718703611,8196,3244
2022-2023,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,32159,8052,1134,13.771593014,24846,2.9411893933,19454,2016,463,4.9817377603,12186,4.0939267739,12705,4855,2329,27.230691329,12660,1.8316113744,6036,671
2022-2023,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,4275,167,4263,18.242960039,4126,1.5620004578,1774,42,1763,3.6751330953,1625,1.746291453,2501,1321,444,28.57615676,2501,1.4422592074,125,2500
2022-2023,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,30967,5845,2219,10.965704854,28683,2.3980971404,20647,1810,812,5.6201036874,18382,2.8789036074,10320,3529,855,21.66053308,10301,1.5401042779,4035,1407
2022-2023,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,24210,3714,746,9.9357939212,19045,3.1881736968,18227,1374,252,5.5183389416,13126,3.7505356206,5983,1989,809,23.393415836,5919,1.9410774624,2340,494
2022-2023,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,5126,102,4922,10.522550342,4656,2.1064540378,2808,45,2614,3.6299946581,2342,2.112148923,2318,634,120,18.872117367,2314,2.100690243,57,2308
2022-2023,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,34743,7517,2718,15.488114152,28454,2.5860664972,21969,2095,397,6.9903451075,15715,3.3113326793,12774,5130,2694,30.102760164,12739,1.6913684791,5422,2321
2022-2023,12,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,80335,14960,4339,10.400936108,70268,2.2933485568,30549,1837,503,4.0992282526,21712,2.7563326348,49786,7879,1973,14.267703337,48556,2.0863234661,13123,3836
2022-2023,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,37954,6109,2570,8.82027264,33609,2.0469446428,25302,1752,1004,4.1174467433,20998,2.5578847456,12652,3771,361,18.225181021,12611,1.1962016185,4357,1566
2022-2023,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,33588,4466,4989,13.496188247,28690,2.3115618102,20137,886,1787,5.7720927618,15278,3.2504659932,13451,5313,1746,25.059649014,13412,1.2420286974,3580,3202
2022-2023,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,58331,10733,2900,12.31181143,47099,3.0016925106,39833,3360,1362,6.5312956385,28653,4.0894583561,18498,7816,2765,24.759388763,18446,1.3120169835,7373,1538
2022-2023,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,3234,141,3221,21.38696712,3199,0.3227341009,1439,41,1427,3.9578725581,1404,0.438906893,1795,1151,444,35.359372176,1795,0.2318669143,100,1794
2022-2023,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,28645,4620,974,10.188332703,20926,3.8279672019,21154,1707,478,6.0291445406,13467,4.7925363852,7491,2942,418,21.933555823,7459,2.0864665728,2913,496
2022-2023,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,37787,4672,2992,8.0973115019,28610,3.3918807527,28081,1326,1216,5.2438222859,18951,4.3122467152,9706,2417,141,16.35290914,9659,1.5861187321,3346,1776
2022-2023,12,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,17526,4831,537,8.982899787,17025,1.3677198564,10926,1998,461,3.7695716639,10432,1.6006169319,6600,1687,194,17.613327525,6593,0.9992104842,2833,76
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,9601,1008,223,4.1071951128,9028,1.5381663221,9319,934,215,3.9619152031,8747,1.5452319843,282,7,1,8.9081294326,281,1.3182255832,74,8
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,10735,1273,348,2.9738144181,8685,1.4438505725,10001,1026,322,2.8302865269,7952,1.5109070045,734,0,0,4.9294308205,733,0.7163843414,247,26
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,35064,4402,4003,12.169823917,22181,3.8797042263,22887,1641,1122,5.4514714807,10306,4.4277768344,12177,3983,1918,24.797148563,11875,3.4040464327,2761,2881
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,30838,5238,1081,12.985003801,20581,3.2177171501,20609,1645,698,5.0330746411,10546,3.742705054,10229,3626,2055,29.006248113,10035,2.6659959309,3593,383
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,12572,1656,642,6.8463898832,10991,2.5838699845,8373,708,331,3.7646221652,6939,2.6982836944,4199,591,251,12.991577095,4052,2.3879379182,948,311
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,20467,2427,938,9.3524310408,14570,3.3825816175,15499,984,387,3.8221780617,9657,3.5987212788,4968,1772,957,26.605529053,4913,2.9577371825,1443,551
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,10016,1089,276,5.8011441416,9076,2.1872176314,7791,652,180,4.1562363625,6868,2.2079342199,2225,277,86,11.560908864,2208,2.1227785326,437,96
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,15075,1040,389,5.6454513359,12019,3.0770990839,13070,673,283,4.3900541954,10055,3.1631951213,2005,336,78,13.829012746,1964,2.6363171815,367,106
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,17261,2078,776,6.3351069849,15298,2.5416445323,14450,1237,606,4.7215887159,12523,2.6860763972,2811,404,182,14.62942893,2775,1.8898534535,841,170
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,4550,343,255,2.6869249695,4403,0.9200557701,4471,327,246,2.4954476379,4325,0.9237213873,79,13,0,13.523572433,78,0.7168019943,16,9
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,10858,1376,615,5.2520628415,9303,2.9079607833,9386,894,474,4.5136235706,7858,2.98877881,1472,72,2,9.9606165082,1445,2.4684673203,482,141
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,20962,2038,837,4.5404901727,18765,1.5926815437,16105,826,644,2.8318054952,13946,1.7694579091,4857,450,57,10.206202903,4819,1.0810975652,1212,193
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,25326,2944,1365,7.0727123641,19164,3.8730285083,20558,1431,876,5.9939524489,14452,4.370868661,4768,479,22,11.723959499,4712,2.3461214865,1513,489
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,25883,2580,1734,7.5489124672,20740,4.0606047761,21201,1349,1259,5.6871652019,16065,4.6483468548,4682,1062,206,15.979263551,4675,2.0409092692,1231,475
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,5808,41,293,8.7035748584,4713,2.0515642903,5545,37,277,8.8446022443,4450,2.0920725968,263,2,1,5.7302027883,263,1.3661575834,4,16
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,10310,1426,429,3.3039221899,8774,1.9105195591,9254,1091,370,2.9049901244,7804,2.0171398571,1056,40,0,6.7998666351,970,1.0527207904,335,59
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,3369,418,136,3.3406448501,3228,1.2169527055,2690,290,122,3.1007588806,2555,1.243468254,679,0,0,4.2910031091,673,1.116288179,128,14
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,12381,1123,352,3.049220019,6694,2.5313557332,8645,743,143,1.8005844097,3104,2.6886362579,3736,92,6,5.9385280603,3590,2.3953672238,380,209
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,12783,930,545,5.3934526541,10622,2.919101681,11561,672,452,4.3452068256,9425,3.1003157383,1222,215,68,15.310613066,1197,1.4922491414,258,93
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,9270,1265,315,3.5769692856,8225,1.5861189125,8212,860,273,3.0062607566,7180,1.6596816775,1058,27,1,8.0067031611,1045,1.0806828814,405,42
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,20712,3035,1340,9.60269688,17814,3.5551766869,15419,1253,826,5.4707792875,12526,4.0989290498,5293,1517,703,21.63935612,5288,2.2671581358,1782,514
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,20072,2035,1237,9.4980424776,15462,3.8204753949,13910,725,568,5.1416428628,9459,4.1642467785,6162,1494,572,19.332109119,6003,3.278790651,1310,669
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,5917,1070,118,2.0279420408,4707,0.9344701744,5331,837,103,1.591984983,4175,0.9621252162,586,27,4,5.9939609405,532,0.7174404762,233,15
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1909,191,112,3.0819339678,1859,1.453190933,1861,180,112,3.006269628,1811,1.4775978588,48,3,0,6.0155034722,48,0.532337963,11,0
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,12733,2137,442,4.3359512247,11377,2.0705209829,9968,1298,353,3.4593952593,8746,2.2044621986,2765,148,24,7.4959909584,2631,1.6252720765,839,89
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,14826,2335,615,5.9319571474,12809,2.2609567275,12474,1478,469,4.1743776388,10467,2.4543317092,2352,445,81,15.253405612,2342,1.3967142281,857,146
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,13263,2133,595,5.0583774619,11464,1.6988737206,10696,1237,366,3.5853003979,8937,1.9308805776,2567,252,11,11.196294204,2527,0.8783571868,896,229
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,12798,2077,558,5.6268409343,11035,2.2034750289,10069,1124,374,3.3185889308,8359,2.3265713602,2729,465,169,14.143436546,2676,1.8189599942,953,184
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,15329,2604,781,9.1066186821,14135,2.1475701961,11392,1228,395,4.0790395063,10215,2.3873248763,3937,1376,642,23.654289998,3920,1.5228013039,1376,386
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,15890,1938,428,4.4537096881,14002,1.849598113,13431,1321,262,3.2839272537,11559,1.9683983861,2459,234,19,10.843033754,2443,1.2874972711,617,166
2022-2023,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,43033,2981,581,2.607578454,32482,1.9574176296,40910,2770,553,2.5581360982,30361,2.042113951,2123,0,0,3.5603277595,2121,0.745034313,211,28
2022-2023,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,31377,4671,1014,4.4907540378,28641,1.4695961015,24640,2276,546,2.5002816784,21907,1.693352556,6737,748,52,11.770736068,6734,0.7416732254,2395,468
2022-2023,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,40462,7138,2036,7.2012988181,33065,2.4716852748,28338,2570,1002,4.1339896958,20986,3.0944985811,12124,2335,196,14.370665851,12079,1.3896122518,4568,1034
2022-2023,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,36206,5479,1113,6.6030895278,32792,1.6791197718,28728,2797,588,4.4768228248,25321,1.8941969665,7478,1478,194,14.771502184,7471,0.9501718869,2682,525
2022-2023,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,71167,13216,4632,8.1646804894,64029,1.3386657088,49455,4807,2276,3.2967022546,42321,1.693969096,21712,6456,1673,19.252828224,21708,0.6459812307,8409,2356
2022-2023,12,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,85630,14605,5371,9.3653545811,64404,3.099714338,56417,4075,1539,5.4632937176,35300,3.99373209,29213,6733,565,16.901128645,29104,2.015367628,10530,3832
2022-2023,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,62817,10247,4025,10.257866143,51100,2.4589431289,41254,2848,2833,5.4798738573,29657,3.2447578237,21563,6404,2078,19.399047507,21443,1.3721126293,7399,1192
2022-2023,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,69882,11628,4035,11.577535775,43878,5.3843017002,47823,3864,1458,6.8980087046,21903,6.9919616668,22059,8322,1486,21.722556994,21975,3.7819091518,7764,2577
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,18954,2314,641,9.525615965,15013,3.7205401245,15582,1263,398,5.9528839544,11658,4.2398287537,3372,1358,575,26.035197871,3355,1.9161088756,1051,243
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,13587,1339,655,6.2889643695,11750,2.9187676359,10914,732,360,4.0428277136,9129,3.0702648763,2673,511,158,15.460058819,2621,2.3910994531,607,295
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,28060,5005,1582,12.442861398,22363,4.0462233128,18338,1808,478,6.7749570867,12725,5.1161647239,9722,3472,1093,23.133874489,9638,2.6335853739,3197,1104
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,15779,2097,805,9.7067526459,12775,3.0426146554,12022,963,448,5.8315366966,9061,3.2793247311,3757,1162,429,22.107031098,3714,2.4651160025,1134,357
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,45577,8222,2601,13.286793351,31899,3.7402265223,27918,2154,780,7.0149977116,14330,5.520095875,17659,6739,2261,23.20219007,17569,2.2884917721,6068,1821
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,53663,8965,5148,14.975142629,36776,4.9506806296,31410,2605,1423,7.2314710991,14702,6.8944784345,22253,8524,3341,25.905296889,22074,3.6560482418,6360,3725
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,71504,11686,5608,9.8322579623,38964,5.1323870966,50943,4392,2379,5.950139017,18417,6.1417274348,20561,6553,697,19.450797208,20547,4.227679791,7294,3229
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,57643,8492,3325,10.294920073,42108,2.9440781905,41321,2966,1211,4.9199794831,25908,3.5339519754,16322,5075,2931,23.902193699,16200,2.0007170782,5526,2114
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,42075,8023,2475,11.242458606,30953,4.319515834,30319,3166,1248,6.1223947396,19219,5.4499857635,11756,4482,1830,24.447223522,11734,2.4679305627,4857,1227
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,51469,10063,3193,13.950603977,37574,4.7203048946,25682,2876,945,6.2817409946,12055,6.165497834,25787,7439,3200,21.588240737,25519,4.0376056947,7187,2248
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,32733,4920,1546,9.0764799031,27823,2.462666479,22639,1890,498,4.7914875264,17790,2.9435698895,10094,2830,855,18.686935858,10033,1.6099532653,3030,1048
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,34431,6944,1899,18.621937692,25262,2.2502155191,22648,2228,531,9.0456767338,13481,3.1818159714,11783,6196,3291,37.028384113,11781,1.1841849871,4716,1368
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,20063,1935,346,5.8889226714,16031,3.3170273394,16941,1069,263,4.1378908171,12927,3.0043800444,3122,672,63,15.390598085,3104,4.6190864834,866,83
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,34676,6745,2525,14.736883796,27435,2.2624168844,22751,1960,1460,4.5091627108,15559,2.9805079411,11925,4848,2884,34.249746052,11876,1.3216305294,4785,1065
2023-2024,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,19211,3634,1055,5.1743827321,16350,2.2201366463,13917,1546,593,3.5036182167,11088,2.4957743106,5294,121,2,9.5665304013,5262,1.639317486,2088,462
2023-2024,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,10404,1587,272,3.3942150989,9482,1.4429325447,8831,1019,202,2.527014746,7948,1.540986866,1573,48,1,8.2627760119,1534,0.9348909894,568,70
2023-2024,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,9907,1269,319,1.7903161345,9195,0.8990280044,9316,1089,297,1.4828106066,8606,0.9090210318,591,9,0,6.6375606317,589,0.7530178268,180,22
2023-2024,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,13945,2284,444,4.5454633282,12297,1.9323110199,7542,756,232,3.6022657562,6132,2.2209412372,6403,96,4,5.6564419456,6165,1.6452257817,1528,212
